id,name,grade,year,numTested,level1,level2,level3,level4
01M134,P.S. 134 Henrietta Szold,3,2018,47,8,19,19,1
01M134,P.S. 134 Henrietta Szold,4,2013,59,25,26,7,1
01M134,P.S. 134 Henrietta Szold,4,2014,42,14,23,5,0
01M134,P.S. 134 Henrietta Szold,4,2015,35,13,16,6,0
01M134,P.S. 134 Henrietta Szold,4,2016,43,21,13,6,3
01M134,P.S. 134 Henrietta Szold,4,2017,48,16,22,9,1
01M134,P.S. 134 Henrietta Szold,4,2018,47,14,18,11,4
01M134,P.S. 134 Henrietta Szold,5,2013,38,18,17,3,0
01M134,P.S. 134 Henrietta Szold,5,2014,52,18,29,4,1
01M134,P.S. 134 Henrietta Szold,5,2015,39,14,19,5,1
01M134,P.S. 134 Henrietta Szold,5,2016,34,6,12,11,5
01M134,P.S. 134 Henrietta Szold,5,2017,64,35,20,6,3
01M134,P.S. 134 Henrietta Szold,5,2018,49,24,16,7,2
01M134,P.S. 134 Henrietta Szold,All Grades,2013,147,63,68,15,1
01M134,P.S. 134 Henrietta Szold,All Grades,2014,138,50,69,18,1
01M134,P.S. 134 Henrietta Szold,All Grades,2015,117,46,51,18,2
01M134,P.S. 134 Henrietta Szold,All Grades,2016,112,39,40,25,8
01M134,P.S. 134 Henrietta Szold,All Grades,2017,162,73,58,27,4
01M134,P.S. 134 Henrietta Szold,All Grades,2018,143,46,53,37,7
01M140,P.S. 140 Nathan Straus,3,2013,31,17,12,2,0
01M140,P.S. 140 Nathan Straus,3,2014,27,19,8,0,0
01M140,P.S. 140 Nathan Straus,3,2015,27,16,7,4,0
01M140,P.S. 140 Nathan Straus,3,2016,28,11,12,5,0
01M140,P.S. 140 Nathan Straus,3,2017,25,14,5,5,1
01M140,P.S. 140 Nathan Straus,3,2018,20,8,10,2,0
01M140,P.S. 140 Nathan Straus,4,2013,24,12,10,1,1
01M140,P.S. 140 Nathan Straus,4,2014,31,9,20,2,0
01M140,P.S. 140 Nathan Straus,4,2015,24,15,8,1,0
01M140,P.S. 140 Nathan Straus,4,2016,31,17,13,1,0
01M140,P.S. 140 Nathan Straus,4,2017,29,16,12,0,1
01M140,P.S. 140 Nathan Straus,4,2018,20,6,11,3,0
01M140,P.S. 140 Nathan Straus,5,2013,25,16,9,0,0
01M140,P.S. 140 Nathan Straus,5,2014,24,14,9,1,0
01M140,P.S. 140 Nathan Straus,5,2015,25,13,11,0,1
01M140,P.S. 140 Nathan Straus,5,2016,21,12,5,4,0
01M140,P.S. 140 Nathan Straus,5,2017,29,12,9,6,2
01M140,P.S. 140 Nathan Straus,5,2018,25,11,10,3,1
01M140,P.S. 140 Nathan Straus,6,2013,58,24,29,5,0
01M140,P.S. 140 Nathan Straus,6,2014,57,24,28,2,3
01M140,P.S. 140 Nathan Straus,6,2015,48,27,17,3,1
01M140,P.S. 140 Nathan Straus,6,2016,54,16,33,5,0
01M140,P.S. 140 Nathan Straus,6,2017,48,14,24,7,3
01M140,P.S. 140 Nathan Straus,6,2018,57,16,19,13,9
01M140,P.S. 140 Nathan Straus,7,2013,63,38,22,2,1
01M140,P.S. 140 Nathan Straus,7,2014,55,18,24,13,0
01M140,P.S. 140 Nathan Straus,7,2015,54,24,21,9,0
01M140,P.S. 140 Nathan Straus,7,2016,47,14,25,6,2
01M140,P.S. 140 Nathan Straus,7,2017,55,9,33,12,1
01M140,P.S. 140 Nathan Straus,7,2018,48,20,19,8,1
01M140,P.S. 140 Nathan Straus,8,2013,52,29,16,6,1
01M140,P.S. 140 Nathan Straus,8,2014,61,26,30,4,1
01M140,P.S. 140 Nathan Straus,8,2015,58,17,27,12,2
01M140,P.S. 140 Nathan Straus,8,2016,61,9,31,18,3
01M140,P.S. 140 Nathan Straus,8,2017,55,8,27,17,3
01M140,P.S. 140 Nathan Straus,8,2018,57,7,32,13,5
01M140,P.S. 140 Nathan Straus,All Grades,2013,253,136,98,16,3
01M140,P.S. 140 Nathan Straus,All Grades,2014,255,110,119,22,4
01M140,P.S. 140 Nathan Straus,All Grades,2015,236,112,91,29,4
01M140,P.S. 140 Nathan Straus,All Grades,2016,242,79,119,39,5
01M140,P.S. 140 Nathan Straus,All Grades,2017,241,73,110,47,11
01M140,P.S. 140 Nathan Straus,All Grades,2018,227,68,101,42,16
01M142,P.S. 142 Amalia Castro,3,2013,59,27,20,12,0
01M142,P.S. 142 Amalia Castro,3,2014,47,28,17,2,0
01M142,P.S. 142 Amalia Castro,3,2015,61,34,18,9,0
01M142,P.S. 142 Amalia Castro,3,2016,40,18,12,9,1
01M142,P.S. 142 Amalia Castro,3,2017,34,5,14,14,1
01M142,P.S. 142 Amalia Castro,3,2018,29,3,9,17,0
01M142,P.S. 142 Amalia Castro,4,2013,54,21,25,8,0
01M142,P.S. 142 Amalia Castro,4,2014,57,24,22,8,3
01M142,P.S. 142 Amalia Castro,4,2015,46,17,26,3,0
01M142,P.S. 142 Amalia Castro,4,2016,58,22,27,5,4
01M142,P.S. 142 Amalia Castro,4,2017,34,4,16,10,4
01M142,P.S. 142 Amalia Castro,4,2018,35,5,16,12,2
01M142,P.S. 142 Amalia Castro,5,2013,54,29,21,3,1
01M142,P.S. 142 Amalia Castro,5,2014,49,25,21,3,0
01M142,P.S. 142 Amalia Castro,5,2015,56,27,24,5,0
01M142,P.S. 142 Amalia Castro,5,2016,46,19,19,7,1
01M142,P.S. 142 Amalia Castro,5,2017,60,23,26,8,3
01M142,P.S. 142 Amalia Castro,5,2018,35,16,12,4,3
01M142,P.S. 142 Amalia Castro,All Grades,2013,167,77,66,23,1
01M142,P.S. 142 Amalia Castro,All Grades,2014,153,77,60,13,3
01M142,P.S. 142 Amalia Castro,All Grades,2015,163,78,68,17,0
01M142,P.S. 142 Amalia Castro,All Grades,2016,144,59,58,21,6
01M142,P.S. 142 Amalia Castro,All Grades,2017,128,32,56,32,8
01M142,P.S. 142 Amalia Castro,All Grades,2018,99,24,37,33,5
01M184,P.S. 184m Shuang Wen,3,2013,81,12,29,35,5
01M184,P.S. 184m Shuang Wen,3,2014,72,10,17,39,6
01M184,P.S. 184m Shuang Wen,3,2015,68,14,22,26,6
01M184,P.S. 184m Shuang Wen,3,2016,59,4,19,28,8
01M184,P.S. 184m Shuang Wen,3,2017,64,6,17,35,6
01M184,P.S. 184m Shuang Wen,3,2018,65,4,12,42,7
01M184,P.S. 184m Shuang Wen,4,2013,70,4,22,28,16
01M184,P.S. 184m Shuang Wen,4,2014,84,8,21,29,26
01M184,P.S. 184m Shuang Wen,4,2015,65,4,19,22,20
01M184,P.S. 184m Shuang Wen,4,2016,60,3,26,24,7
01M184,P.S. 184m Shuang Wen,4,2017,53,2,10,22,19
01M184,P.S. 184m Shuang Wen,4,2018,61,3,14,21,23
01M184,P.S. 184m Shuang Wen,5,2013,56,4,12,24,16
01M184,P.S. 184m Shuang Wen,5,2014,62,5,20,28,9
01M184,P.S. 184m Shuang Wen,5,2015,74,3,19,23,29
01M184,P.S. 184m Shuang Wen,5,2016,63,5,15,23,20
01M184,P.S. 184m Shuang Wen,5,2017,60,4,23,22,11
01M184,P.S. 184m Shuang Wen,5,2018,48,6,11,20,11
01M184,P.S. 184m Shuang Wen,6,2013,57,0,12,19,26
01M184,P.S. 184m Shuang Wen,6,2014,38,1,10,8,19
01M184,P.S. 184m Shuang Wen,6,2015,60,2,15,16,27
01M184,P.S. 184m Shuang Wen,6,2016,76,2,23,22,29
01M184,P.S. 184m Shuang Wen,6,2017,75,10,30,18,17
01M184,P.S. 184m Shuang Wen,6,2018,85,14,8,20,43
01M184,P.S. 184m Shuang Wen,7,2013,59,1,15,32,11
01M184,P.S. 184m Shuang Wen,7,2014,59,1,5,35,18
01M184,P.S. 184m Shuang Wen,7,2015,36,4,6,19,7
01M184,P.S. 184m Shuang Wen,7,2016,72,6,14,30,22
01M184,P.S. 184m Shuang Wen,7,2017,81,4,17,32,28
01M184,P.S. 184m Shuang Wen,7,2018,77,6,17,27,27
01M184,P.S. 184m Shuang Wen,8,2013,52,1,11,20,20
01M184,P.S. 184m Shuang Wen,8,2014,59,2,11,28,18
01M184,P.S. 184m Shuang Wen,8,2015,56,0,6,30,20
01M184,P.S. 184m Shuang Wen,8,2016,46,3,8,12,23
01M184,P.S. 184m Shuang Wen,8,2017,73,4,16,29,24
01M184,P.S. 184m Shuang Wen,8,2018,84,5,16,27,36
01M184,P.S. 184m Shuang Wen,All Grades,2013,375,22,101,158,94
01M184,P.S. 184m Shuang Wen,All Grades,2014,374,27,84,167,96
01M184,P.S. 184m Shuang Wen,All Grades,2015,359,27,87,136,109
01M184,P.S. 184m Shuang Wen,All Grades,2016,376,23,105,139,109
01M184,P.S. 184m Shuang Wen,All Grades,2017,406,30,113,158,105
01M184,P.S. 184m Shuang Wen,All Grades,2018,420,38,78,157,147
01M188,P.S. 188 The Island School,3,2013,45,27,17,1,0
01M188,P.S. 188 The Island School,3,2014,48,26,15,6,1
01M188,P.S. 188 The Island School,3,2015,39,22,12,5,0
01M188,P.S. 188 The Island School,3,2016,40,13,18,9,0
01M188,P.S. 188 The Island School,3,2017,45,25,11,8,1
01M188,P.S. 188 The Island School,3,2018,40,4,14,20,2
01M188,P.S. 188 The Island School,4,2013,39,14,23,2,0
01M188,P.S. 188 The Island School,4,2014,46,22,22,2,0
01M188,P.S. 188 The Island School,4,2015,48,32,12,3,1
01M188,P.S. 188 The Island School,4,2016,37,13,20,3,1
01M188,P.S. 188 The Island School,4,2017,45,20,22,2,1
01M188,P.S. 188 The Island School,4,2018,41,5,19,15,2
01M188,P.S. 188 The Island School,5,2013,33,24,8,1,0
01M188,P.S. 188 The Island School,5,2014,44,28,12,4,0
01M188,P.S. 188 The Island School,5,2015,48,26,17,5,0
01M188,P.S. 188 The Island School,5,2016,48,27,15,6,0
01M188,P.S. 188 The Island School,5,2017,36,16,14,6,0
01M188,P.S. 188 The Island School,5,2018,41,32,9,0,0
01M188,P.S. 188 The Island School,6,2013,60,30,26,2,2
01M188,P.S. 188 The Island School,6,2014,43,23,20,0,0
01M188,P.S. 188 The Island School,6,2015,50,29,17,2,2
01M188,P.S. 188 The Island School,6,2016,48,9,30,7,2
01M188,P.S. 188 The Island School,6,2017,47,18,24,5,0
01M188,P.S. 188 The Island School,6,2018,39,5,15,17,2
01M188,P.S. 188 The Island School,7,2013,63,37,23,2,1
01M188,P.S. 188 The Island School,7,2014,65,38,21,6,0
01M188,P.S. 188 The Island School,7,2015,54,31,20,3,0
01M188,P.S. 188 The Island School,7,2016,54,25,26,3,0
01M188,P.S. 188 The Island School,7,2017,51,19,23,8,1
01M188,P.S. 188 The Island School,7,2018,49,13,20,15,1
01M188,P.S. 188 The Island School,8,2013,59,27,24,7,1
01M188,P.S. 188 The Island School,8,2014,56,12,35,7,2
01M188,P.S. 188 The Island School,8,2015,61,28,24,9,0
01M188,P.S. 188 The Island School,8,2016,50,14,24,12,0
01M188,P.S. 188 The Island School,8,2017,49,19,21,9,0
01M188,P.S. 188 The Island School,8,2018,55,1,25,16,13
01M188,P.S. 188 The Island School,All Grades,2013,299,159,121,15,4
01M188,P.S. 188 The Island School,All Grades,2014,302,149,125,25,3
01M188,P.S. 188 The Island School,All Grades,2015,300,168,102,27,3
01M188,P.S. 188 The Island School,All Grades,2016,277,101,133,40,3
01M188,P.S. 188 The Island School,All Grades,2017,273,117,115,38,3
01M188,P.S. 188 The Island School,All Grades,2018,265,60,102,83,20
01M301,"Technology, Arts, and Sciences Studio",6,2013,46,23,20,2,1
01M301,"Technology, Arts, and Sciences Studio",6,2014,42,13,26,2,1
01M301,"Technology, Arts, and Sciences Studio",6,2015,45,12,26,5,2
01M301,"Technology, Arts, and Sciences Studio",6,2016,44,10,22,9,3
01M301,"Technology, Arts, and Sciences Studio",6,2017,18,9,6,2,1
01M301,"Technology, Arts, and Sciences Studio",6,2018,26,14,9,2,1
01M301,"Technology, Arts, and Sciences Studio",7,2013,56,27,27,2,0
01M301,"Technology, Arts, and Sciences Studio",7,2014,46,28,15,3,0
01M301,"Technology, Arts, and Sciences Studio",7,2015,44,18,22,4,0
01M301,"Technology, Arts, and Sciences Studio",7,2016,48,19,18,10,1
01M301,"Technology, Arts, and Sciences Studio",7,2017,41,7,19,13,2
01M301,"Technology, Arts, and Sciences Studio",7,2018,15,4,8,3,0
01M301,"Technology, Arts, and Sciences Studio",8,2013,39,19,17,2,1
01M301,"Technology, Arts, and Sciences Studio",8,2014,51,16,27,7,1
01M301,"Technology, Arts, and Sciences Studio",8,2015,47,24,20,3,0
01M301,"Technology, Arts, and Sciences Studio",8,2016,48,12,21,12,3
01M301,"Technology, Arts, and Sciences Studio",8,2017,50,11,22,14,3
01M301,"Technology, Arts, and Sciences Studio",8,2018,45,3,24,12,6
01M301,"Technology, Arts, and Sciences Studio",All Grades,2013,141,69,64,6,2
01M301,"Technology, Arts, and Sciences Studio",All Grades,2014,139,57,68,12,2
01M301,"Technology, Arts, and Sciences Studio",All Grades,2015,136,54,68,12,2
01M301,"Technology, Arts, and Sciences Studio",All Grades,2016,140,41,61,31,7
01M301,"Technology, Arts, and Sciences Studio",All Grades,2017,109,27,47,29,6
01M301,"Technology, Arts, and Sciences Studio",All Grades,2018,86,21,41,17,7
01M315,The East Village Community School,3,2013,37,16,11,9,1
01M315,The East Village Community School,3,2014,27,10,6,11,0
01M315,The East Village Community School,3,2015,34,8,10,12,4
01M315,The East Village Community School,3,2016,35,3,13,17,2
01M315,The East Village Community School,3,2017,36,8,15,13,0
01M315,The East Village Community School,3,2018,41,1,10,27,3
01M315,The East Village Community School,4,2013,16,2,5,6,3
01M315,The East Village Community School,4,2014,36,7,10,12,7
01M315,The East Village Community School,4,2015,18,4,7,5,2
01M315,The East Village Community School,4,2016,32,2,12,12,6
01M315,The East Village Community School,4,2017,35,1,12,11,11
01M315,The East Village Community School,4,2018,32,2,12,16,2
01M315,The East Village Community School,5,2013,25,3,12,6,4
01M315,The East Village Community School,5,2014,15,3,2,3,7
01M315,The East Village Community School,5,2015,26,5,5,11,5
01M315,The East Village Community School,5,2016,18,4,5,5,4
01M315,The East Village Community School,5,2017,34,2,9,13,10
01M315,The East Village Community School,5,2018,34,3,9,7,15
01M315,The East Village Community School,All Grades,2013,78,21,28,21,8
